SCHOOLNAME	Region	SaleDate	MealType	TotalMealCount
IDEA North Mission Academy	URGV	2024-04-19	CACFP Supper	149
IDEA North Mission Academy	URGV	2024-04-19	Lunch	691
IDEA North Mission College Preparatory	URGV	2024-04-15	Breakfast	534
IDEA North Mission College Preparatory	URGV	2024-04-15	CACFP Supper	57
IDEA North Mission College Preparatory	URGV	2024-04-15	Lunch	560
IDEA North Mission College Preparatory	URGV	2024-04-16	Breakfast	590
IDEA North Mission College Preparatory	URGV	2024-04-16	CACFP Supper	21
IDEA North Mission College Preparatory	URGV	2024-04-16	Lunch	576
IDEA North Mission College Preparatory	URGV	2024-04-17	Breakfast	487
IDEA North Mission College Preparatory	URGV	2024-04-17	CACFP Supper	22
IDEA North Mission College Preparatory	URGV	2024-04-17	Lunch	477
IDEA North Mission College Preparatory	URGV	2024-04-18	Breakfast	584
IDEA North Mission College Preparatory	URGV	2024-04-18	CACFP Supper	23
IDEA North Mission College Preparatory	URGV	2024-04-18	Lunch	665
IDEA North Mission College Preparatory	URGV	2024-04-19	Breakfast	516
IDEA North Mission College Preparatory	URGV	2024-04-19	CACFP Supper	2
IDEA North Mission College Preparatory	URGV	2024-04-19	Lunch	552
IDEA Owassa Academy	MRGV	2024-04-15	Breakfast	462
IDEA Owassa Academy	MRGV	2024-04-15	CACFP Supper	60
IDEA Owassa Academy	MRGV	2024-04-15	Lunch	593
IDEA Owassa Academy	MRGV	2024-04-16	Breakfast	504
IDEA Owassa Academy	MRGV	2024-04-16	CACFP Supper	58
IDEA Owassa Academy	MRGV	2024-04-16	Lunch	588
IDEA Owassa Academy	MRGV	2024-04-17	Breakfast	450
IDEA Owassa Academy	MRGV	2024-04-17	CACFP Supper	103
IDEA Owassa Academy	MRGV	2024-04-17	Lunch	539
IDEA Owassa Academy	MRGV	2024-04-18	Breakfast	456
IDEA Owassa Academy	MRGV	2024-04-18	CACFP Supper	181
IDEA Owassa Academy	MRGV	2024-04-18	Lunch	607
IDEA Owassa Academy	MRGV	2024-04-19	Breakfast	446
IDEA Owassa Academy	MRGV	2024-04-19	CACFP Supper	38
IDEA Owassa Academy	MRGV	2024-04-19	Lunch	575
IDEA Owassa College Preparatory	MRGV	2024-04-15	Breakfast	355
IDEA Owassa College Preparatory	MRGV	2024-04-15	CACFP Supper	73
IDEA Owassa College Preparatory	MRGV	2024-04-15	Lunch	498
IDEA Owassa College Preparatory	MRGV	2024-04-16	Breakfast	338
IDEA Owassa College Preparatory	MRGV	2024-04-16	CACFP Supper	63
IDEA Owassa College Preparatory	MRGV	2024-04-16	Lunch	544
IDEA Owassa College Preparatory	MRGV	2024-04-17	Breakfast	386
IDEA Owassa College Preparatory	MRGV	2024-04-17	CACFP Supper	84
IDEA Owassa College Preparatory	MRGV	2024-04-17	Lunch	538
IDEA Owassa College Preparatory	MRGV	2024-04-18	Breakfast	340
IDEA Owassa College Preparatory	MRGV	2024-04-18	CACFP Supper	20
IDEA Owassa College Preparatory	MRGV	2024-04-18	Lunch	581
IDEA Owassa College Preparatory	MRGV	2024-04-19	Breakfast	325
IDEA Owassa College Preparatory	MRGV	2024-04-19	CACFP Supper	36
IDEA Owassa College Preparatory	MRGV	2024-04-19	Lunch	522
IDEA Palmview Academy	URGV	2024-04-15	Breakfast	521
IDEA Palmview Academy	URGV	2024-04-15	CACFP Supper	55
IDEA Palmview Academy	URGV	2024-04-15	Lunch	595
IDEA Palmview Academy	URGV	2024-04-16	Breakfast	552
IDEA Palmview Academy	URGV	2024-04-16	CACFP Supper	51
IDEA Palmview Academy	URGV	2024-04-16	Lunch	611
IDEA Palmview Academy	URGV	2024-04-17	Breakfast	538
IDEA Palmview Academy	URGV	2024-04-17	CACFP Supper	55
IDEA Palmview Academy	URGV	2024-04-17	Lunch	637
IDEA Palmview Academy	URGV	2024-04-18	Breakfast	545
IDEA Palmview Academy	URGV	2024-04-18	CACFP Supper	51
IDEA Palmview Academy	URGV	2024-04-18	Lunch	612
IDEA Palmview Academy	URGV	2024-04-19	Breakfast	542
IDEA Palmview Academy	URGV	2024-04-19	CACFP Supper	19
IDEA Palmview Academy	URGV	2024-04-19	Lunch	559
IDEA Palmview College Preparatory	URGV	2024-04-15	Breakfast	220
IDEA Palmview College Preparatory	URGV	2024-04-15	CACFP Supper	20
IDEA Palmview College Preparatory	URGV	2024-04-15	Lunch	280
IDEA Palmview College Preparatory	URGV	2024-04-16	Breakfast	231
IDEA Palmview College Preparatory	URGV	2024-04-16	CACFP Supper	16
IDEA Palmview College Preparatory	URGV	2024-04-16	Lunch	275
IDEA Palmview College Preparatory	URGV	2024-04-17	Breakfast	256
IDEA Palmview College Preparatory	URGV	2024-04-17	CACFP Supper	13
IDEA Palmview College Preparatory	URGV	2024-04-17	Lunch	299
IDEA Palmview College Preparatory	URGV	2024-04-18	Breakfast	216
IDEA Palmview College Preparatory	URGV	2024-04-18	CACFP Supper	14
IDEA Palmview College Preparatory	URGV	2024-04-18	Lunch	276
IDEA Palmview College Preparatory	URGV	2024-04-19	Breakfast	217
IDEA Palmview College Preparatory	URGV	2024-04-19	CACFP Supper	7
IDEA Palmview College Preparatory	URGV	2024-04-19	Lunch	260
IDEA Parmer Park Academy	AUR	2024-04-15	Breakfast	339
IDEA Parmer Park Academy	AUR	2024-04-15	CACFP Supper	83
IDEA Parmer Park Academy	AUR	2024-04-15	Lunch	439
IDEA Parmer Park Academy	AUR	2024-04-16	Breakfast	359
IDEA Parmer Park Academy	AUR	2024-04-16	CACFP Supper	79
IDEA Parmer Park Academy	AUR	2024-04-16	Lunch	409
IDEA Parmer Park Academy	AUR	2024-04-17	Breakfast	370
IDEA Parmer Park Academy	AUR	2024-04-17	CACFP Supper	83
IDEA Parmer Park Academy	AUR	2024-04-17	Lunch	447
IDEA Parmer Park Academy	AUR	2024-04-18	Breakfast	362
IDEA Parmer Park Academy	AUR	2024-04-18	CACFP Supper	81
IDEA Parmer Park Academy	AUR	2024-04-18	Lunch	441
IDEA Parmer Park Academy	AUR	2024-04-19	Breakfast	360
IDEA Parmer Park Academy	AUR	2024-04-19	CACFP Supper	74
IDEA Parmer Park Academy	AUR	2024-04-19	Lunch	448
IDEA Parmer Park College Preparatory	AUR	2024-04-15	Breakfast	270
IDEA Parmer Park College Preparatory	AUR	2024-04-15	Lunch	441
IDEA Parmer Park College Preparatory	AUR	2024-04-16	Breakfast	286
IDEA Parmer Park College Preparatory	AUR	2024-04-16	Lunch	390
IDEA Parmer Park College Preparatory	AUR	2024-04-17	Breakfast	297
IDEA Parmer Park College Preparatory	AUR	2024-04-17	Lunch	403
IDEA Parmer Park College Preparatory	AUR	2024-04-18	Breakfast	288
IDEA Parmer Park College Preparatory	AUR	2024-04-18	Lunch	484
IDEA Parmer Park College Preparatory	AUR	2024-04-19	Breakfast	287
IDEA Parmer Park College Preparatory	AUR	2024-04-19	Lunch	472
IDEA Pflugerville Academy	AUR	2024-04-15	Breakfast	323
IDEA Pflugerville Academy	AUR	2024-04-15	CACFP Supper	205
IDEA Pflugerville Academy	AUR	2024-04-15	Lunch	458
IDEA Pflugerville Academy	AUR	2024-04-16	Breakfast	318
IDEA Pflugerville Academy	AUR	2024-04-16	CACFP Supper	227
IDEA Pflugerville Academy	AUR	2024-04-16	Lunch	539
IDEA Pflugerville Academy	AUR	2024-04-17	Breakfast	322
IDEA Pflugerville Academy	AUR	2024-04-17	CACFP Supper	211
IDEA Pflugerville Academy	AUR	2024-04-17	Lunch	435
IDEA Pflugerville Academy	AUR	2024-04-18	Breakfast	327
IDEA Pflugerville Academy	AUR	2024-04-18	CACFP Supper	231
IDEA Pflugerville Academy	AUR	2024-04-18	Lunch	470
IDEA Pflugerville Academy	AUR	2024-04-19	Breakfast	327
IDEA Pflugerville Academy	AUR	2024-04-19	CACFP Supper	188
IDEA Pflugerville Academy	AUR	2024-04-19	Lunch	458
IDEA Pflugerville College Preparatory	AUR	2024-04-15	Breakfast	209
IDEA Pflugerville College Preparatory	AUR	2024-04-15	CACFP Supper	10
IDEA Pflugerville College Preparatory	AUR	2024-04-15	Lunch	420
IDEA Pflugerville College Preparatory	AUR	2024-04-16	Breakfast	196
IDEA Pflugerville College Preparatory	AUR	2024-04-16	CACFP Supper	5
IDEA Pflugerville College Preparatory	AUR	2024-04-16	Lunch	436
IDEA Pflugerville College Preparatory	AUR	2024-04-17	Breakfast	226
IDEA Pflugerville College Preparatory	AUR	2024-04-17	CACFP Supper	11
IDEA Pflugerville College Preparatory	AUR	2024-04-17	Lunch	428
IDEA Pflugerville College Preparatory	AUR	2024-04-18	Breakfast	204
IDEA Pflugerville College Preparatory	AUR	2024-04-18	Lunch	464
IDEA Pflugerville College Preparatory	AUR	2024-04-19	Breakfast	240
IDEA Pflugerville College Preparatory	AUR	2024-04-19	CACFP Supper	10
IDEA Pflugerville College Preparatory	AUR	2024-04-19	Lunch	404
IDEA Pharr Academy	MRGV	2024-04-15	Breakfast	611
IDEA Pharr Academy	MRGV	2024-04-15	CACFP Supper	188
IDEA Pharr Academy	MRGV	2024-04-15	Lunch	706
IDEA Pharr Academy	MRGV	2024-04-16	Breakfast	638
IDEA Pharr Academy	MRGV	2024-04-16	CACFP Supper	282
IDEA Pharr Academy	MRGV	2024-04-16	Lunch	708
IDEA Pharr Academy	MRGV	2024-04-17	Breakfast	609
IDEA Pharr Academy	MRGV	2024-04-17	CACFP Supper	189
IDEA Pharr Academy	MRGV	2024-04-17	Lunch	702
IDEA Pharr Academy	MRGV	2024-04-18	Breakfast	644
IDEA Pharr Academy	MRGV	2024-04-18	CACFP Supper	277
IDEA Pharr Academy	MRGV	2024-04-18	Lunch	667
IDEA Pharr Academy	MRGV	2024-04-19	Breakfast	602
IDEA Pharr Academy	MRGV	2024-04-19	CACFP Supper	195
IDEA Pharr Academy	MRGV	2024-04-19	Lunch	684
IDEA Pharr College Preparatory	MRGV	2024-04-15	Breakfast	692
IDEA Pharr College Preparatory	MRGV	2024-04-15	CACFP Supper	74
IDEA Pharr College Preparatory	MRGV	2024-04-15	Lunch	759
IDEA Pharr College Preparatory	MRGV	2024-04-16	Breakfast	663
IDEA Pharr College Preparatory	MRGV	2024-04-16	CACFP Supper	127
IDEA Pharr College Preparatory	MRGV	2024-04-16	Lunch	774
IDEA Pharr College Preparatory	MRGV	2024-04-17	Breakfast	658
IDEA Pharr College Preparatory	MRGV	2024-04-17	CACFP Supper	57
IDEA Pharr College Preparatory	MRGV	2024-04-17	Lunch	782
IDEA Pharr College Preparatory	MRGV	2024-04-18	Breakfast	645
IDEA Pharr College Preparatory	MRGV	2024-04-18	CACFP Supper	121
IDEA Pharr College Preparatory	MRGV	2024-04-18	Lunch	718
IDEA Pharr College Preparatory	MRGV	2024-04-19	Breakfast	663
IDEA Pharr College Preparatory	MRGV	2024-04-19	CACFP Supper	61
IDEA Pharr College Preparatory	MRGV	2024-04-19	Lunch	697
IDEA Price Hill Academy	CINC	2024-04-15	Breakfast	211
IDEA Price Hill Academy	CINC	2024-04-15	Lunch	247
IDEA Price Hill Academy	CINC	2024-04-16	Breakfast	240
IDEA Price Hill Academy	CINC	2024-04-16	Lunch	248
IDEA Price Hill Academy	CINC	2024-04-17	Breakfast	239
IDEA Price Hill Academy	CINC	2024-04-17	Lunch	245
IDEA Price Hill Academy	CINC	2024-04-18	Breakfast	236
IDEA Price Hill Academy	CINC	2024-04-18	Lunch	252
IDEA Price Hill Academy	CINC	2024-04-19	Breakfast	184
IDEA Price Hill Academy	CINC	2024-04-19	Lunch	235
IDEA Price Hill College Preparatory	CINC	2024-04-15	Breakfast	62
IDEA Price Hill College Preparatory	CINC	2024-04-15	Lunch	92
IDEA Price Hill College Preparatory	CINC	2024-04-16	Breakfast	80
IDEA Price Hill College Preparatory	CINC	2024-04-16	Lunch	101
IDEA Price Hill College Preparatory	CINC	2024-04-17	Breakfast	74
IDEA Price Hill College Preparatory	CINC	2024-04-17	Lunch	103
IDEA Price Hill College Preparatory	CINC	2024-04-18	Breakfast	79
IDEA Price Hill College Preparatory	CINC	2024-04-18	Lunch	105
IDEA Price Hill College Preparatory	CINC	2024-04-19	Breakfast	68
IDEA Price Hill College Preparatory	CINC	2024-04-19	Lunch	91
IDEA Quest Academy	URGV	2024-04-15	Breakfast	516
IDEA Quest Academy	URGV	2024-04-15	CACFP Supper	74
IDEA Quest Academy	URGV	2024-04-15	CACFP Supper	66
IDEA Quest Academy	URGV	2024-04-15	Lunch	539
IDEA Quest Academy	URGV	2024-04-16	Breakfast	544
IDEA Quest Academy	URGV	2024-04-16	CACFP Supper	81
IDEA Quest Academy	URGV	2024-04-16	CACFP Supper	116
IDEA Quest Academy	URGV	2024-04-16	Lunch	544
IDEA Quest Academy	URGV	2024-04-17	Breakfast	549
IDEA Quest Academy	URGV	2024-04-17	CACFP Supper	77
IDEA Quest Academy	URGV	2024-04-17	CACFP Supper	96
IDEA Quest Academy	URGV	2024-04-17	Lunch	506
IDEA Quest Academy	URGV	2024-04-18	Breakfast	576
IDEA Quest Academy	URGV	2024-04-18	CACFP Supper	78
IDEA Quest Academy	URGV	2024-04-18	CACFP Supper	61
IDEA Quest Academy	URGV	2024-04-18	Lunch	397
IDEA Quest Academy	URGV	2024-04-19	Breakfast	535
IDEA Quest Academy	URGV	2024-04-19	CACFP Supper	89
IDEA Quest Academy	URGV	2024-04-19	Lunch	534
IDEA Quest College Preparatory	URGV	2024-04-15	Breakfast	357
IDEA Quest College Preparatory	URGV	2024-04-15	CACFP Supper	61
IDEA Quest College Preparatory	URGV	2024-04-15	Lunch	495
IDEA Quest College Preparatory	URGV	2024-04-16	Breakfast	244
IDEA Quest College Preparatory	URGV	2024-04-16	CACFP Supper	34
IDEA Quest College Preparatory	URGV	2024-04-16	Lunch	523
IDEA Quest College Preparatory	URGV	2024-04-17	Breakfast	282
IDEA Quest College Preparatory	URGV	2024-04-17	CACFP Supper	53
IDEA Quest College Preparatory	URGV	2024-04-17	Lunch	421
IDEA Quest College Preparatory	URGV	2024-04-18	Breakfast	265
IDEA Quest College Preparatory	URGV	2024-04-18	CACFP Supper	78
IDEA Quest College Preparatory	URGV	2024-04-18	Lunch	475
IDEA Quest College Preparatory	URGV	2024-04-19	Breakfast	258
IDEA Quest College Preparatory	URGV	2024-04-19	CACFP Supper	16
IDEA Quest College Preparatory	URGV	2024-04-19	Lunch	506
IDEA Rio Grande City Academy	URGV	2024-04-15	Breakfast	496
IDEA Rio Grande City Academy	URGV	2024-04-15	CACFP Supper	124
IDEA Rio Grande City Academy	URGV	2024-04-15	Lunch	699
IDEA Rio Grande City Academy	URGV	2024-04-16	Breakfast	540
IDEA Rio Grande City Academy	URGV	2024-04-16	CACFP Supper	104
IDEA Rio Grande City Academy	URGV	2024-04-16	Lunch	713
IDEA Rio Grande City Academy	URGV	2024-04-17	Breakfast	512
IDEA Rio Grande City Academy	URGV	2024-04-17	CACFP Supper	118
IDEA Rio Grande City Academy	URGV	2024-04-17	Lunch	671
IDEA Rio Grande City Academy	URGV	2024-04-18	Breakfast	492
IDEA Rio Grande City Academy	URGV	2024-04-18	CACFP Supper	111
IDEA Rio Grande City Academy	URGV	2024-04-18	Lunch	671
IDEA Rio Grande City Academy	URGV	2024-04-19	Breakfast	452
IDEA Rio Grande City Academy	URGV	2024-04-19	CACFP Supper	42
IDEA Rio Grande City Academy	URGV	2024-04-19	Lunch	689
IDEA Rio Grande City College Preparatory	URGV	2024-04-15	Breakfast	398
IDEA Rio Grande City College Preparatory	URGV	2024-04-15	Lunch	522
IDEA Rio Grande City College Preparatory	URGV	2024-04-16	Breakfast	378
IDEA Rio Grande City College Preparatory	URGV	2024-04-16	Lunch	530
IDEA Rio Grande City College Preparatory	URGV	2024-04-17	Breakfast	315
IDEA Rio Grande City College Preparatory	URGV	2024-04-17	Lunch	366
IDEA Rio Grande City College Preparatory	URGV	2024-04-18	Breakfast	325
IDEA Rio Grande City College Preparatory	URGV	2024-04-18	Lunch	413
IDEA Rio Grande City College Preparatory	URGV	2024-04-19	Breakfast	299
IDEA Rio Grande City College Preparatory	URGV	2024-04-19	CACFP Supper	20
IDEA Rio Grande City College Preparatory	URGV	2024-04-19	Lunch	411
IDEA Rio Vista Academy	ELPR	2024-04-15	Breakfast	589
IDEA Rio Vista Academy	ELPR	2024-04-15	Breakfast	4
IDEA Rio Vista Academy	ELPR	2024-04-15	CACFP Supper	13
IDEA Rio Vista Academy	ELPR	2024-04-15	CACFP Supper	530
IDEA Rio Vista Academy	ELPR	2024-04-15	Lunch	122
IDEA Rio Vista Academy	ELPR	2024-04-15	Lunch	374
IDEA Rio Vista Academy	ELPR	2024-04-16	Breakfast	610
IDEA Rio Vista Academy	ELPR	2024-04-16	Breakfast	1
IDEA Rio Vista Academy	ELPR	2024-04-16	CACFP Supper	11
IDEA Rio Vista Academy	ELPR	2024-04-16	CACFP Supper	613
IDEA Rio Vista Academy	ELPR	2024-04-16	Lunch	117
IDEA Rio Vista Academy	ELPR	2024-04-16	Lunch	387
IDEA Rio Vista Academy	ELPR	2024-04-17	Breakfast	609
IDEA Rio Vista Academy	ELPR	2024-04-17	Breakfast	3
IDEA Rio Vista Academy	ELPR	2024-04-17	CACFP Supper	11
IDEA Rio Vista Academy	ELPR	2024-04-17	CACFP Supper	544
IDEA Rio Vista Academy	ELPR	2024-04-17	Lunch	128
IDEA Rio Vista Academy	ELPR	2024-04-17	Lunch	372
IDEA Rio Vista Academy	ELPR	2024-04-17	Lunch	1
IDEA Rio Vista Academy	ELPR	2024-04-18	Breakfast	532
IDEA Rio Vista Academy	ELPR	2024-04-18	Breakfast	2
IDEA Rio Vista Academy	ELPR	2024-04-18	CACFP Supper	11
IDEA Rio Vista Academy	ELPR	2024-04-18	CACFP Supper	536
IDEA Rio Vista Academy	ELPR	2024-04-18	Lunch	128
IDEA Rio Vista Academy	ELPR	2024-04-18	Lunch	398
IDEA Rio Vista Academy	ELPR	2024-04-19	Breakfast	571
IDEA Rio Vista Academy	ELPR	2024-04-19	Breakfast	2
IDEA Rio Vista Academy	ELPR	2024-04-19	CACFP Supper	8
IDEA Rio Vista Academy	ELPR	2024-04-19	CACFP Supper	508
IDEA Rio Vista Academy	ELPR	2024-04-19	Lunch	126
IDEA Rio Vista Academy	ELPR	2024-04-19	Lunch	387
IDEA Rio Vista College Preparatory	ELPR	2024-04-15	Breakfast	10
IDEA Rio Vista College Preparatory	ELPR	2024-04-15	Breakfast	215
IDEA Rio Vista College Preparatory	ELPR	2024-04-15	CACFP Supper	5
IDEA Rio Vista College Preparatory	ELPR	2024-04-15	Lunch	316
IDEA Rio Vista College Preparatory	ELPR	2024-04-16	Breakfast	4
IDEA Rio Vista College Preparatory	ELPR	2024-04-16	Breakfast	201
IDEA Rio Vista College Preparatory	ELPR	2024-04-16	CACFP Supper	22
IDEA Rio Vista College Preparatory	ELPR	2024-04-16	Lunch	392
IDEA Rio Vista College Preparatory	ELPR	2024-04-16	Lunch	1
IDEA Rio Vista College Preparatory	ELPR	2024-04-17	Breakfast	9
IDEA Rio Vista College Preparatory	ELPR	2024-04-17	Breakfast	203
IDEA Rio Vista College Preparatory	ELPR	2024-04-17	CACFP Supper	44
IDEA Rio Vista College Preparatory	ELPR	2024-04-17	Lunch	343
IDEA Rio Vista College Preparatory	ELPR	2024-04-18	Breakfast	8
IDEA Rio Vista College Preparatory	ELPR	2024-04-18	Breakfast	191
IDEA Rio Vista College Preparatory	ELPR	2024-04-18	CACFP Supper	16
IDEA Rio Vista College Preparatory	ELPR	2024-04-18	Lunch	387
IDEA Rio Vista College Preparatory	ELPR	2024-04-19	Breakfast	9
IDEA Rio Vista College Preparatory	ELPR	2024-04-19	Breakfast	187
IDEA Rio Vista College Preparatory	ELPR	2024-04-19	CACFP Supper	1
IDEA Rio Vista College Preparatory	ELPR	2024-04-19	Lunch	378
IDEA Rise Academy	TRCR	2024-04-15	Breakfast	438
IDEA Rise Academy	TRCR	2024-04-15	CACFP Supper	272
IDEA Rise Academy	TRCR	2024-04-15	Lunch	592
IDEA Rise Academy	TRCR	2024-04-16	Breakfast	380
IDEA Rise Academy	TRCR	2024-04-16	CACFP Supper	249
IDEA Rise Academy	TRCR	2024-04-16	Lunch	591
IDEA Rise Academy	TRCR	2024-04-17	Breakfast	503
IDEA Rise Academy	TRCR	2024-04-17	CACFP Supper	277
IDEA Rise Academy	TRCR	2024-04-17	Lunch	601
IDEA Rise Academy	TRCR	2024-04-18	Breakfast	475
IDEA Rise Academy	TRCR	2024-04-18	CACFP Supper	289
IDEA Rise Academy	TRCR	2024-04-18	Lunch	602
IDEA Rise Academy	TRCR	2024-04-19	Breakfast	444
IDEA Rise Academy	TRCR	2024-04-19	CACFP Supper	274
IDEA Rise Academy	TRCR	2024-04-19	Lunch	608
IDEA Rise College Preparatory	TRCR	2024-04-15	Breakfast	276
IDEA Rise College Preparatory	TRCR	2024-04-15	Lunch	427
IDEA Rise College Preparatory	TRCR	2024-04-16	Breakfast	291
IDEA Rise College Preparatory	TRCR	2024-04-16	Lunch	424
IDEA Rise College Preparatory	TRCR	2024-04-17	Breakfast	281
IDEA Rise College Preparatory	TRCR	2024-04-17	Lunch	405
IDEA Rise College Preparatory	TRCR	2024-04-18	Breakfast	309
IDEA Rise College Preparatory	TRCR	2024-04-18	Lunch	422
IDEA Rise College Preparatory	TRCR	2024-04-19	Breakfast	312
IDEA Rise College Preparatory	TRCR	2024-04-19	Lunch	436
IDEA River Bluff Academy	JACK	2024-04-15	Breakfast	305
IDEA River Bluff Academy	JACK	2024-04-15	CACFP Supper	168
IDEA River Bluff Academy	JACK	2024-04-15	Lunch	405
IDEA River Bluff Academy	JACK	2024-04-16	Breakfast	317
IDEA River Bluff Academy	JACK	2024-04-16	CACFP Supper	137
IDEA River Bluff Academy	JACK	2024-04-16	Lunch	385
IDEA River Bluff Academy	JACK	2024-04-17	Breakfast	309
IDEA River Bluff Academy	JACK	2024-04-17	CACFP Supper	147
IDEA River Bluff Academy	JACK	2024-04-17	Lunch	368
IDEA River Bluff Academy	JACK	2024-04-18	Breakfast	301
IDEA River Bluff Academy	JACK	2024-04-18	CACFP Supper	181
IDEA River Bluff Academy	JACK	2024-04-18	Lunch	402
IDEA River Bluff Academy	JACK	2024-04-19	Breakfast	306
IDEA River Bluff Academy	JACK	2024-04-19	CACFP Supper	98
IDEA River Bluff Academy	JACK	2024-04-19	Lunch	387
IDEA River Bluff College Preparatory	JACK	2024-04-15	Breakfast	74
IDEA River Bluff College Preparatory	JACK	2024-04-15	Lunch	182
IDEA River Bluff College Preparatory	JACK	2024-04-16	Breakfast	71
IDEA River Bluff College Preparatory	JACK	2024-04-16	Lunch	186
IDEA River Bluff College Preparatory	JACK	2024-04-17	Breakfast	97
IDEA River Bluff College Preparatory	JACK	2024-04-17	Lunch	179
IDEA River Bluff College Preparatory	JACK	2024-04-18	Breakfast	80
IDEA River Bluff College Preparatory	JACK	2024-04-18	Lunch	189
IDEA River Bluff College Preparatory	JACK	2024-04-19	Breakfast	96
IDEA River Bluff College Preparatory	JACK	2024-04-19	Lunch	191
IDEA Riverview Academy	LRGV	2024-04-15	Breakfast	466
IDEA Riverview Academy	LRGV	2024-04-15	CACFP Supper	63
IDEA Riverview Academy	LRGV	2024-04-15	Lunch	603
IDEA Riverview Academy	LRGV	2024-04-16	Breakfast	451
IDEA Riverview Academy	LRGV	2024-04-16	CACFP Supper	108
IDEA Riverview Academy	LRGV	2024-04-16	Lunch	572
IDEA Riverview Academy	LRGV	2024-04-17	Breakfast	467
IDEA Riverview Academy	LRGV	2024-04-17	CACFP Supper	85
IDEA Riverview Academy	LRGV	2024-04-17	Lunch	535
IDEA Riverview Academy	LRGV	2024-04-18	Breakfast	455
IDEA Riverview Academy	LRGV	2024-04-18	CACFP Supper	116
IDEA Riverview Academy	LRGV	2024-04-18	Lunch	577
IDEA Riverview Academy	LRGV	2024-04-19	Breakfast	445
IDEA Riverview Academy	LRGV	2024-04-19	CACFP Supper	57
IDEA Riverview Academy	LRGV	2024-04-19	Lunch	626
IDEA Riverview College Preparatory	LRGV	2024-04-15	Breakfast	435
IDEA Riverview College Preparatory	LRGV	2024-04-15	CACFP Supper	46
IDEA Riverview College Preparatory	LRGV	2024-04-15	Lunch	628
IDEA Riverview College Preparatory	LRGV	2024-04-16	Breakfast	377
IDEA Riverview College Preparatory	LRGV	2024-04-16	CACFP Supper	92
IDEA Riverview College Preparatory	LRGV	2024-04-16	Lunch	642
IDEA Riverview College Preparatory	LRGV	2024-04-17	Breakfast	434
IDEA Riverview College Preparatory	LRGV	2024-04-17	CACFP Supper	47
IDEA Riverview College Preparatory	LRGV	2024-04-17	Lunch	633
IDEA Riverview College Preparatory	LRGV	2024-04-18	Breakfast	336
IDEA Riverview College Preparatory	LRGV	2024-04-18	CACFP Supper	72
IDEA Riverview College Preparatory	LRGV	2024-04-18	Lunch	538
IDEA Riverview College Preparatory	LRGV	2024-04-19	Breakfast	361
IDEA Riverview College Preparatory	LRGV	2024-04-19	CACFP Supper	36
IDEA Riverview College Preparatory	LRGV	2024-04-19	Lunch	566
IDEA Robindale Academy	LRGV	2024-04-15	Breakfast	576
IDEA Robindale Academy	LRGV	2024-04-15	CACFP Supper	193
IDEA Robindale Academy	LRGV	2024-04-15	Lunch	622
IDEA Robindale Academy	LRGV	2024-04-16	Breakfast	601
IDEA Robindale Academy	LRGV	2024-04-16	CACFP Supper	193
IDEA Robindale Academy	LRGV	2024-04-16	Lunch	618
IDEA Robindale Academy	LRGV	2024-04-17	Breakfast	571
IDEA Robindale Academy	LRGV	2024-04-17	CACFP Supper	205
IDEA Robindale Academy	LRGV	2024-04-17	Lunch	648
IDEA Robindale Academy	LRGV	2024-04-18	Breakfast	595
IDEA Robindale Academy	LRGV	2024-04-18	CACFP Supper	184
IDEA Robindale Academy	LRGV	2024-04-18	Lunch	607
IDEA Robindale Academy	LRGV	2024-04-19	Breakfast	578
IDEA Robindale Academy	LRGV	2024-04-19	CACFP Supper	161
IDEA Robindale Academy	LRGV	2024-04-19	Lunch	610
IDEA Robindale College Preparatory	LRGV	2024-04-15	Breakfast	389
IDEA Robindale College Preparatory	LRGV	2024-04-15	CACFP Supper	6
IDEA Robindale College Preparatory	LRGV	2024-04-15	Lunch	482
IDEA Robindale College Preparatory	LRGV	2024-04-16	Breakfast	397
IDEA Robindale College Preparatory	LRGV	2024-04-16	CACFP Supper	13
IDEA Robindale College Preparatory	LRGV	2024-04-16	Lunch	488
IDEA Robindale College Preparatory	LRGV	2024-04-17	Breakfast	359
IDEA Robindale College Preparatory	LRGV	2024-04-17	CACFP Supper	9
IDEA Robindale College Preparatory	LRGV	2024-04-17	Lunch	448
IDEA Robindale College Preparatory	LRGV	2024-04-18	Breakfast	355
IDEA Robindale College Preparatory	LRGV	2024-04-18	CACFP Supper	36
IDEA Robindale College Preparatory	LRGV	2024-04-18	Lunch	483
IDEA Robindale College Preparatory	LRGV	2024-04-19	Breakfast	369
IDEA Robindale College Preparatory	LRGV	2024-04-19	CACFP Supper	10
IDEA Robindale College Preparatory	LRGV	2024-04-19	Lunch	483
IDEA Round Rock Tech Academy	AUR	2024-04-15	Breakfast	395
IDEA Round Rock Tech Academy	AUR	2024-04-15	CACFP Supper	43
IDEA Round Rock Tech Academy	AUR	2024-04-15	Lunch	455
IDEA Round Rock Tech Academy	AUR	2024-04-16	Breakfast	367
IDEA Round Rock Tech Academy	AUR	2024-04-16	CACFP Supper	91
IDEA Round Rock Tech Academy	AUR	2024-04-16	Lunch	446
IDEA Round Rock Tech Academy	AUR	2024-04-17	Breakfast	383
IDEA Round Rock Tech Academy	AUR	2024-04-17	CACFP Supper	104
IDEA Round Rock Tech Academy	AUR	2024-04-17	Lunch	403
