Campus,Site,Region,State,SaleDate,MealType,MenuItem,FreeCount,ReducedCount,PaidCount,TotalMealCount,EntryMethod
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/18/24,CACFP Supper,Supper,84,2,63,149,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/18/24,Lunch,CP Lunch,7,0,0,7,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/18/24,Lunch,Lunch,117,1,82,200,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/18/24,Lunch,Lunch - Merchandiser,38,2,29,69,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/19/24,Breakfast,CP Breakfast,58,0,0,58,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/19/24,Breakfast,Breakfast,49,3,38,90,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/19/24,CACFP Supper,CP Supper,17,0,0,17,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/19/24,CACFP Supper,Supper,93,3,58,154,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/19/24,Lunch,CP Lunch,8,0,0,8,Bulk
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/19/24,Lunch,Lunch,95,2,65,162,Individual
IDEA Horizon Vista,College Preparatory,ELPR,TX,4/19/24,Lunch,Lunch - Merchandiser,38,2,31,71,Individual
IDEA Ingram Hills,Academy,WSAR,TX,4/15/24,Breakfast,AC Breakfast,365,0,0,365,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/15/24,CACFP Supper,Supper,30,9,35,74,Individual
IDEA Ingram Hills,Academy,WSAR,TX,4/15/24,Lunch,AC Lunch,529,0,0,529,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/16/24,Breakfast,AC Breakfast,387,0,0,387,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/16/24,CACFP Supper,Supper,23,7,28,58,Individual
IDEA Ingram Hills,Academy,WSAR,TX,4/16/24,Lunch,AC Lunch,556,0,0,556,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/17/24,Breakfast,AC Breakfast,387,0,0,387,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/17/24,CACFP Supper,Supper,27,6,28,61,Individual
IDEA Ingram Hills,Academy,WSAR,TX,4/17/24,Lunch,AC Lunch,536,0,0,536,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/18/24,Breakfast,AC Breakfast,407,0,0,407,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/18/24,CACFP Supper,Supper,44,8,46,98,Individual
IDEA Ingram Hills,Academy,WSAR,TX,4/18/24,Lunch,AC Lunch,536,0,0,536,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/19/24,Breakfast,AC Breakfast,411,0,0,411,Bulk
IDEA Ingram Hills,Academy,WSAR,TX,4/19/24,CACFP Supper,Supper,26,7,38,71,Individual
IDEA Ingram Hills,Academy,WSAR,TX,4/19/24,Lunch,AC Lunch,505,0,0,505,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/15/24,Breakfast,CP Breakfast,196,0,0,196,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/15/24,CACFP Supper,Supper,4,0,9,13,Individual
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/15/24,Lunch,CP Lunch,374,0,0,374,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/16/24,Breakfast,CP Breakfast,175,0,0,175,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/16/24,CACFP Supper,Supper,5,1,12,18,Individual
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/16/24,Lunch,CP Lunch,454,0,0,454,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/17/24,Breakfast,CP Breakfast,181,0,0,181,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/17/24,CACFP Supper,Supper,7,0,13,20,Individual
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/17/24,Lunch,CP Lunch,311,0,0,311,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/18/24,Breakfast,CP Breakfast,146,0,0,146,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/18/24,CACFP Supper,Supper,12,1,17,30,Individual
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/18/24,Lunch,CP Lunch,377,0,0,377,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/19/24,Breakfast,CP Breakfast,158,0,0,158,Bulk
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/19/24,CACFP Supper,Supper,3,0,12,15,Individual
IDEA Ingram Hills,College Preparatory,WSAR,TX,4/19/24,Lunch,CP Lunch,321,0,0,321,Bulk
IDEA Innovation,Academy,SOLA,LA,4/15/24,Breakfast,AC Breakfast,338,0,0,338,Bulk
IDEA Innovation,Academy,SOLA,LA,4/15/24,CACFP Supper,AC Supper,152,0,0,152,Bulk
IDEA Innovation,Academy,SOLA,LA,4/15/24,CACFP Supper,Supper,9,0,15,24,Individual
IDEA Innovation,Academy,SOLA,LA,4/15/24,Lunch,AC Lunch,349,0,0,349,Bulk
IDEA Innovation,Academy,SOLA,LA,4/16/24,Breakfast,AC Breakfast,342,0,0,342,Bulk
IDEA Innovation,Academy,SOLA,LA,4/16/24,CACFP Supper,AC Supper,178,0,0,178,Bulk
IDEA Innovation,Academy,SOLA,LA,4/16/24,Lunch,AC Lunch,355,0,0,355,Bulk
IDEA Innovation,Academy,SOLA,LA,4/17/24,Breakfast,AC Breakfast,377,0,0,377,Bulk
IDEA Innovation,Academy,SOLA,LA,4/17/24,CACFP Supper,AC Supper,219,0,0,219,Bulk
IDEA Innovation,Academy,SOLA,LA,4/17/24,Lunch,AC Lunch,455,0,0,455,Bulk
IDEA Innovation,Academy,SOLA,LA,4/18/24,Breakfast,AC Breakfast,332,0,0,332,Bulk
IDEA Innovation,Academy,SOLA,LA,4/18/24,CACFP Supper,AC Supper,306,0,0,306,Bulk
IDEA Innovation,Academy,SOLA,LA,4/18/24,Lunch,AC Lunch,358,0,0,358,Bulk
IDEA Innovation,Academy,SOLA,LA,4/19/24,Breakfast,AC Breakfast,300,0,0,300,Bulk
IDEA Innovation,Academy,SOLA,LA,4/19/24,CACFP Supper,AC Supper,291,0,0,291,Bulk
IDEA Innovation,Academy,SOLA,LA,4/19/24,Lunch,AC Lunch,416,0,0,416,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/15/24,Breakfast,CP Breakfast,218,0,0,218,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/15/24,CACFP Supper,CP Supper,9,0,0,9,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/15/24,Lunch,CP Lunch,370,0,0,370,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/16/24,Breakfast,CP Breakfast,192,0,0,192,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/16/24,CACFP Supper,CP Supper,9,0,0,9,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/16/24,Lunch,CP Lunch,351,0,0,351,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/17/24,Breakfast,CP Breakfast,193,0,0,193,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/17/24,CACFP Supper,CP Supper,9,0,0,9,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/17/24,Lunch,CP Lunch,274,0,0,274,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/18/24,Breakfast,CP Breakfast,215,0,0,215,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/18/24,CACFP Supper,CP Supper,8,0,0,8,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/18/24,Lunch,CP Lunch,379,0,0,379,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/19/24,Breakfast,CP Breakfast,235,0,0,235,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/19/24,CACFP Supper,CP Supper,8,0,0,8,Bulk
IDEA Innovation,College Preparatory,SOLA,LA,4/19/24,Lunch,CP Lunch,262,0,0,262,Bulk
IDEA Judson,Academy,ESAR,TX,4/15/24,Breakfast,AC Breakfast,385,0,0,385,Bulk
IDEA Judson,Academy,ESAR,TX,4/15/24,Breakfast,Breakfast,0,0,1,1,Individual
IDEA Judson,Academy,ESAR,TX,4/15/24,CACFP Supper,AC Supper,5,0,0,5,Bulk
IDEA Judson,Academy,ESAR,TX,4/15/24,CACFP Supper,Supper,180,13,114,307,Individual
IDEA Judson,Academy,ESAR,TX,4/15/24,Lunch,AC Lunch,605,0,0,605,Bulk
IDEA Judson,Academy,ESAR,TX,4/16/24,Breakfast,AC Breakfast,436,0,0,436,Bulk
IDEA Judson,Academy,ESAR,TX,4/16/24,CACFP Supper,AC Supper,17,0,0,17,Bulk
IDEA Judson,Academy,ESAR,TX,4/16/24,CACFP Supper,Supper,88,9,69,166,Individual
IDEA Judson,Academy,ESAR,TX,4/16/24,Lunch,AC Lunch,563,0,0,563,Bulk
IDEA Judson,Academy,ESAR,TX,4/17/24,Breakfast,AC Breakfast,417,0,0,417,Bulk
IDEA Judson,Academy,ESAR,TX,4/17/24,CACFP Supper,AC Supper,5,0,0,5,Bulk
IDEA Judson,Academy,ESAR,TX,4/17/24,CACFP Supper,Supper,151,12,81,244,Individual
IDEA Judson,Academy,ESAR,TX,4/17/24,Lunch,AC Lunch,590,0,0,590,Bulk
IDEA Judson,Academy,ESAR,TX,4/18/24,Breakfast,AC Breakfast,408,0,0,408,Bulk
IDEA Judson,Academy,ESAR,TX,4/18/24,CACFP Supper,AC Supper,11,0,0,11,Bulk
IDEA Judson,Academy,ESAR,TX,4/18/24,CACFP Supper,Supper,142,11,87,240,Individual
IDEA Judson,Academy,ESAR,TX,4/18/24,Lunch,AC Lunch,594,0,0,594,Bulk
IDEA Judson,Academy,ESAR,TX,4/19/24,Breakfast,AC Breakfast,359,0,0,359,Bulk
IDEA Judson,Academy,ESAR,TX,4/19/24,CACFP Supper,AC Supper,4,0,0,4,Bulk
IDEA Judson,Academy,ESAR,TX,4/19/24,Lunch,AC Lunch,587,0,0,587,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/15/24,Breakfast,CP Breakfast,58,0,0,58,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/15/24,Breakfast,Breakfast,99,10,136,245,Individual
IDEA Judson,College Preparatory,ESAR,TX,4/15/24,CACFP Supper,CP Supper,1,0,0,1,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/15/24,Lunch,CP Lunch,583,0,0,583,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/16/24,Breakfast,CP Breakfast,30,0,0,30,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/16/24,Breakfast,Breakfast,120,8,145,273,Individual
IDEA Judson,College Preparatory,ESAR,TX,4/16/24,CACFP Supper,CP Supper,5,0,0,5,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/16/24,Lunch,CP Lunch,658,0,0,658,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/17/24,Breakfast,CP Breakfast,51,0,0,51,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/17/24,Breakfast,Breakfast,113,8,145,266,Individual
IDEA Judson,College Preparatory,ESAR,TX,4/17/24,CACFP Supper,CP Supper,1,0,0,1,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/17/24,Lunch,CP Lunch,584,0,0,584,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/18/24,Breakfast,CP Breakfast,35,0,0,35,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/18/24,Breakfast,Breakfast,106,7,134,247,Individual
IDEA Judson,College Preparatory,ESAR,TX,4/18/24,CACFP Supper,CP Supper,3,0,0,3,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/18/24,Lunch,CP Lunch,597,0,0,597,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/19/24,Breakfast,CP Breakfast,57,0,0,57,Bulk
IDEA Judson,College Preparatory,ESAR,TX,4/19/24,Breakfast,Breakfast,93,7,139,239,Individual
IDEA Judson,College Preparatory,ESAR,TX,4/19/24,Lunch,CP Lunch,591,0,0,591,Bulk
IDEA Kyle,Academy,AUR,TX,4/15/24,Breakfast,AC Breakfast,285,0,0,285,Bulk
IDEA Kyle,Academy,AUR,TX,4/15/24,CACFP Supper,AC Supper,114,0,0,114,Bulk
IDEA Kyle,Academy,AUR,TX,4/15/24,Lunch,AC Lunch,444,0,0,444,Bulk
IDEA Kyle,Academy,AUR,TX,4/16/24,Breakfast,AC Breakfast,260,0,0,260,Bulk
IDEA Kyle,Academy,AUR,TX,4/16/24,CACFP Supper,AC Supper,121,0,0,121,Bulk
IDEA Kyle,Academy,AUR,TX,4/16/24,Lunch,AC Lunch,428,0,0,428,Bulk
IDEA Kyle,Academy,AUR,TX,4/17/24,Breakfast,AC Breakfast,263,0,0,263,Bulk
IDEA Kyle,Academy,AUR,TX,4/17/24,CACFP Supper,AC Supper,124,0,0,124,Bulk
IDEA Kyle,Academy,AUR,TX,4/17/24,Lunch,AC Lunch,449,0,0,449,Bulk
IDEA Kyle,Academy,AUR,TX,4/18/24,Breakfast,AC Breakfast,261,0,0,261,Bulk
IDEA Kyle,Academy,AUR,TX,4/18/24,CACFP Supper,AC Supper,119,0,0,119,Bulk
IDEA Kyle,Academy,AUR,TX,4/18/24,Lunch,AC Lunch,468,0,0,468,Bulk
IDEA Kyle,Academy,AUR,TX,4/19/24,Breakfast,AC Breakfast,272,0,0,272,Bulk
IDEA Kyle,Academy,AUR,TX,4/19/24,CACFP Supper,AC Supper,112,0,0,112,Bulk
IDEA Kyle,Academy,AUR,TX,4/19/24,Lunch,AC Lunch,511,0,0,511,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/15/24,Breakfast,CP Breakfast,298,0,0,298,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/15/24,Lunch,CP Lunch,468,0,0,468,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/16/24,Breakfast,CP Breakfast,339,0,0,339,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/16/24,Lunch,CP Lunch,449,0,0,449,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/17/24,Breakfast,CP Breakfast,316,0,0,316,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/17/24,Lunch,CP Lunch,463,0,0,463,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/18/24,Breakfast,CP Breakfast,313,0,0,313,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/18/24,Lunch,CP Lunch,506,0,0,506,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/19/24,Breakfast,CP Breakfast,312,0,0,312,Bulk
IDEA Kyle,College Preparatory,AUR,TX,4/19/24,Lunch,CP Lunch,497,0,0,497,Bulk
IDEA La Joya,Academy,URGV,TX,4/15/24,Breakfast,AC Breakfast,436,0,0,436,Bulk
IDEA La Joya,Academy,URGV,TX,4/15/24,CACFP Supper,Supper,18,0,3,21,Individual
IDEA La Joya,Academy,URGV,TX,4/15/24,Lunch,AC Lunch,457,0,0,457,Bulk
IDEA La Joya,Academy,URGV,TX,4/16/24,Breakfast,AC Breakfast,412,0,0,412,Bulk
IDEA La Joya,Academy,URGV,TX,4/16/24,CACFP Supper,Supper,49,0,19,68,Individual
IDEA La Joya,Academy,URGV,TX,4/16/24,Lunch,AC Lunch,495,0,0,495,Bulk
IDEA La Joya,Academy,URGV,TX,4/17/24,Breakfast,AC Breakfast,417,0,0,417,Bulk
IDEA La Joya,Academy,URGV,TX,4/17/24,CACFP Supper,Supper,55,0,17,72,Individual
IDEA La Joya,Academy,URGV,TX,4/17/24,Lunch,AC Lunch,465,0,0,465,Bulk
IDEA La Joya,Academy,URGV,TX,4/18/24,Breakfast,AC Breakfast,437,0,0,437,Bulk
IDEA La Joya,Academy,URGV,TX,4/18/24,CACFP Supper,Supper,55,1,13,69,Individual
IDEA La Joya,Academy,URGV,TX,4/18/24,Lunch,AC Lunch,450,0,0,450,Bulk
IDEA La Joya,Academy,URGV,TX,4/19/24,Breakfast,AC Breakfast,387,0,0,387,Bulk
IDEA La Joya,Academy,URGV,TX,4/19/24,CACFP Supper,Supper,37,0,11,48,Individual
IDEA La Joya,Academy,URGV,TX,4/19/24,Lunch,AC Lunch,445,0,0,445,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/15/24,Breakfast,CP Breakfast,173,0,0,173,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/15/24,Lunch,CP Lunch,228,0,0,228,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/16/24,Breakfast,CP Breakfast,177,0,0,177,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/16/24,CACFP Supper,Supper,20,0,3,23,Individual
IDEA La Joya,College Preparatory,URGV,TX,4/16/24,Lunch,CP Lunch,203,0,0,203,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/17/24,Breakfast,CP Breakfast,167,0,0,167,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/17/24,CACFP Supper,Supper,26,0,7,33,Individual
IDEA La Joya,College Preparatory,URGV,TX,4/17/24,Lunch,CP Lunch,202,0,0,202,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/18/24,Breakfast,CP Breakfast,164,0,0,164,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/18/24,CACFP Supper,Supper,23,0,6,29,Individual
IDEA La Joya,College Preparatory,URGV,TX,4/18/24,Lunch,CP Lunch,201,0,0,201,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/19/24,Breakfast,CP Breakfast,153,0,0,153,Bulk
IDEA La Joya,College Preparatory,URGV,TX,4/19/24,CACFP Supper,Supper,4,0,1,5,Individual
IDEA La Joya,College Preparatory,URGV,TX,4/19/24,Lunch,CP Lunch,186,0,0,186,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/15/24,Breakfast,AC Breakfast,558,0,0,558,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/15/24,CACFP Supper,Supper,19,0,0,19,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/15/24,Lunch,AC Lunch,552,0,0,552,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/16/24,Breakfast,AC Breakfast,414,0,0,414,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/16/24,CACFP Supper,Supper,46,0,0,46,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/16/24,Lunch,AC Lunch,531,0,0,531,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/17/24,Breakfast,AC Breakfast,455,0,0,455,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/17/24,CACFP Supper,Supper,72,0,0,72,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/17/24,Lunch,AC Lunch,512,0,0,512,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/18/24,Breakfast,AC Breakfast,440,0,0,440,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/18/24,CACFP Supper,Supper,81,0,0,81,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/18/24,Lunch,AC Lunch,559,0,0,559,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/19/24,Breakfast,AC Breakfast,418,0,0,418,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/19/24,CACFP Supper,Supper,16,0,0,16,Bulk
IDEA Lake Houston,Academy,HOUR,TX,4/19/24,Lunch,AC Lunch,555,0,0,555,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/15/24,Breakfast,CP Breakfast,322,0,0,322,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/15/24,Lunch,CP Lunch,251,0,0,251,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/16/24,Breakfast,CP Breakfast,293,0,0,293,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/16/24,Lunch,CP Lunch,321,0,0,321,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/17/24,Breakfast,CP Breakfast,192,0,0,192,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/17/24,Lunch,CP Lunch,215,0,0,215,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/18/24,Breakfast,CP Breakfast,137,0,0,137,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/18/24,Lunch,CP Lunch,259,0,0,259,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/19/24,Breakfast,CP Breakfast,276,0,0,276,Bulk
IDEA Lake Houston,College Preparatory,HOUR,TX,4/19/24,Lunch,CP Lunch,265,0,0,265,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/15/24,Breakfast,AC Breakfast,637,0,0,637,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/15/24,CACFP Supper,Supper,14,0,13,27,Individual
IDEA Los Encinos,Academy,URGV,TX,4/15/24,Lunch,AC Lunch,707,0,0,707,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/16/24,Breakfast,AC Breakfast,656,0,0,656,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/16/24,CACFP Supper,Supper,19,0,17,36,Individual
IDEA Los Encinos,Academy,URGV,TX,4/16/24,Lunch,AC Lunch,739,0,0,739,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/17/24,Breakfast,AC Breakfast,638,0,0,638,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/17/24,CACFP Supper,Supper,29,2,19,50,Individual
IDEA Los Encinos,Academy,URGV,TX,4/17/24,Lunch,AC Lunch,752,0,0,752,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/18/24,Breakfast,AC Breakfast,630,0,0,630,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/18/24,CACFP Supper,AC Supper,143,0,0,143,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/18/24,CACFP Supper,Supper,23,2,22,47,Individual
IDEA Los Encinos,Academy,URGV,TX,4/18/24,Lunch,AC Lunch,726,0,0,726,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/19/24,Breakfast,AC Breakfast,615,0,0,615,Bulk
IDEA Los Encinos,Academy,URGV,TX,4/19/24,CACFP Supper,Supper,23,2,20,45,Individual
IDEA Los Encinos,Academy,URGV,TX,4/19/24,Lunch,AC Lunch,725,0,0,725,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/15/24,Breakfast,CP Breakfast,541,0,0,541,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/15/24,CACFP Supper,Supper,23,1,53,77,Individual
IDEA Los Encinos,College Preparatory,URGV,TX,4/15/24,Lunch,CP Lunch,567,0,0,567,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/16/24,Breakfast,CP Breakfast,545,0,0,545,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/16/24,CACFP Supper,Supper,17,1,28,46,Individual
IDEA Los Encinos,College Preparatory,URGV,TX,4/16/24,Lunch,CP Lunch,600,0,0,600,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/17/24,Breakfast,CP Breakfast,549,0,0,549,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/17/24,CACFP Supper,Supper,19,2,44,65,Individual
IDEA Los Encinos,College Preparatory,URGV,TX,4/17/24,Lunch,CP Lunch,612,0,0,612,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/18/24,Breakfast,CP Breakfast,510,0,0,510,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/18/24,CACFP Supper,Supper,23,1,44,68,Individual
IDEA Los Encinos,College Preparatory,URGV,TX,4/18/24,Lunch,CP Lunch,596,0,0,596,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/19/24,Breakfast,CP Breakfast,530,0,0,530,Bulk
IDEA Los Encinos,College Preparatory,URGV,TX,4/19/24,CACFP Supper,Supper,5,3,54,62,Individual
IDEA Los Encinos,College Preparatory,URGV,TX,4/19/24,Lunch,CP Lunch,563,0,0,563,Bulk
IDEA Mays,Academy,WSAR,TX,4/15/24,Breakfast,AC Breakfast,547,0,0,547,Bulk
IDEA Mays,Academy,WSAR,TX,4/15/24,CACFP Supper,Supper,121,10,89,220,Individual
IDEA Mays,Academy,WSAR,TX,4/15/24,Lunch,AC Lunch,631,0,0,631,Bulk
IDEA Mays,Academy,WSAR,TX,4/16/24,Breakfast,AC Breakfast,577,0,0,577,Bulk
IDEA Mays,Academy,WSAR,TX,4/16/24,CACFP Supper,Supper,63,3,59,125,Individual
IDEA Mays,Academy,WSAR,TX,4/16/24,Lunch,AC Lunch,649,0,0,649,Bulk
IDEA Mays,Academy,WSAR,TX,4/17/24,Breakfast,AC Breakfast,569,0,0,569,Bulk
IDEA Mays,Academy,WSAR,TX,4/17/24,CACFP Supper,Supper,122,10,89,221,Individual
IDEA Mays,Academy,WSAR,TX,4/17/24,Lunch,AC Lunch,623,0,0,623,Bulk
IDEA Mays,Academy,WSAR,TX,4/18/24,Breakfast,AC Breakfast,551,0,0,551,Bulk
IDEA Mays,Academy,WSAR,TX,4/18/24,CACFP Supper,Supper,133,10,94,237,Individual
IDEA Mays,Academy,WSAR,TX,4/18/24,Lunch,AC Lunch,604,0,0,604,Bulk
IDEA Mays,Academy,WSAR,TX,4/19/24,Breakfast,AC Breakfast,524,0,0,524,Bulk
IDEA Mays,Academy,WSAR,TX,4/19/24,CACFP Supper,Supper,121,9,87,217,Individual
IDEA Mays,Academy,WSAR,TX,4/19/24,Lunch,AC Lunch,597,0,0,597,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/15/24,Breakfast,CP Breakfast,506,0,0,506,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/15/24,CACFP Supper,Supper,18,0,23,41,Individual
IDEA Mays,College Preparatory,WSAR,TX,4/15/24,Lunch,CP Lunch,536,0,0,536,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/16/24,Breakfast,CP Breakfast,480,0,0,480,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/16/24,CACFP Supper,Supper,4,0,12,16,Individual
IDEA Mays,College Preparatory,WSAR,TX,4/16/24,Lunch,CP Lunch,566,0,0,566,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/17/24,Breakfast,CP Breakfast,509,0,0,509,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/17/24,CACFP Supper,Supper,20,0,24,44,Individual
IDEA Mays,College Preparatory,WSAR,TX,4/17/24,Lunch,CP Lunch,580,0,0,580,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/18/24,Breakfast,CP Breakfast,493,0,0,493,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/18/24,CACFP Supper,Supper,20,0,22,42,Individual
IDEA Mays,College Preparatory,WSAR,TX,4/18/24,Lunch,CP Lunch,563,0,0,563,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/19/24,Breakfast,CP Breakfast,450,0,0,450,Bulk
IDEA Mays,College Preparatory,WSAR,TX,4/19/24,CACFP Supper,Supper,16,0,16,32,Individual
IDEA Mays,College Preparatory,WSAR,TX,4/19/24,Lunch,CP Lunch,489,0,0,489,Bulk
IDEA McAllen,Academy,URGV,TX,4/15/24,Breakfast,AC Breakfast,714,0,0,714,Bulk
IDEA McAllen,Academy,URGV,TX,4/15/24,CACFP Supper,AC Supper,518,0,0,518,Bulk
IDEA McAllen,Academy,URGV,TX,4/15/24,Lunch,AC Lunch,689,0,0,689,Bulk
IDEA McAllen,Academy,URGV,TX,4/16/24,Breakfast,AC Breakfast,690,0,0,690,Bulk
IDEA McAllen,Academy,URGV,TX,4/16/24,CACFP Supper,AC Supper,650,0,0,650,Bulk
